eid,comment_star,comment,入门,高端,性价比,暴力,进攻,杀球,控制,头重,连贯,速度,中杆硬,中杆软,糖水,颜值,拉吊
8979,4,27磅还不错...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,3,9月初买的，打了半个月，双打撞过一次拍，掉了两块漆水，前两天发现中杆裂了，三个裂痕，不是很明显，不知道是漆水裂了还是中杆裂，去了底胶，有比较明显的头重感，重杀明显的震手(可能是去了底胶)，用这把拍子打...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8979,5,杀球，高远都蛮不错...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,5,颜值觉得挺高，手感还没来得及体验，先找大佬们鉴定了。确实是真品无疑，简单的试了几个球，破风框，挥的很快。但是需要一点时间适应，直接上手有点够呛。...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8979,5,球拍中杆硬弹，头重好杀球，挥速快，有时候双打站在网前也能快速衔接，最好上硬线，上过66n感觉和球拍不太配...,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
8979,4,"易上手，好借力、高远轻松到位,杀球也是杠杠的...",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8979,5,不错，不错，不错，不错...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,4,有点震手，杀球不错...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,4,之前使用的4u的vtldf断了，看讨论评价后选了3u的波力f35。持拍的感觉和vtldf一样，都是头重感比较强，毕竟3u，整体比ldf重一点，但杀球击球感感觉还是比ldf差一点点，最主要的缺点还是，击...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,5,"用过两次，还在磨合中。80线，26磅（感觉不到磅，线总跑偏），打感不错，特别是后场杀球比较给力，总体感觉比手里的100zz要好用（100zz用的线不好）,目前F35已升为主力拍。...",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,5,诡。就一个字：诡。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,4,拍头较重，感觉比党支书重，杀球尖...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,5,手感很好！用起来很顺手，杀球也蛮给力的。...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,5,好，觉得漆水好看...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8979,5,是个好拍，非常好打！我从浦东开车去徐汇那边球馆试打了以后买了恶鬼，蹭了老板一场球。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,5,挺弹的，高远球好借力，杀球可能有点飘，被动球处理还不错...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,4,不知道说糖水的人怎么想的……反正我打得手指疼（可能是我握拍问题），不过也没有9000c挥重那么大。漆水好看，打框也能勉强打过去，撞拍不容易坏。杀球还行（中等吧）。挥速稍慢一点但是也比其他重拍快。高远和...,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
8979,5,朋友推荐，说中羽买便宜，用了3场，来个感受，颜色很低调，手感很暴力。后场表现突出。杀球还是很有力道的。准备再备一支。...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,5,用了一段时间，很顺手，进攻和防守都很棒，控球拉吊型的！波力的拍子性价比还是高的。...,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8979,5,总体满意的！杀球比胜利90S扎实点，和90k有点像。还是最喜欢破风框。...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8979,4,击球有点飘，难道要换根线试试？...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,5,杀球还行，头重，杀球觉得中杆偏软一点，进攻利器...,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
8979,5,450包线，手感很好，感觉比亮剑12好，不轻不重，可前场可后场，握起来就感觉与自己合为一体...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,5,满配平衡点312，对我属于偏重，整体很好驱动，杀球一拍干不死，更适合打连贯，漆水是很好看的，就是TMD中杆贴纸给我贴歪了，看着闹心，...,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
12256,4,购买的3U，去底，vbs 66n 脑子抽了拉了29磅。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,5,中杆硬度适中弹性好，头重感明显，挥重较大，没实测平衡点保守估计310。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,5,高远球好借力，重杀球速快且重，点杀需要有良好的发力不然容易增加伤病...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12256,5,朋友推荐入了4u，拉了27磅80线，刚入手打着没什么感觉，适应几天杀球真的和火箭一样，高平衡点挥起来能借到拍头的挥动惯性，四轴中杆软硬个人感觉很合适，非常适合暴力型的男选手使用，单打无脑选3U，双打多...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12256,5,10星入手，挥重轻，不过打球不飘且有力，高远球轻松，杀球还没感觉出来，买的中国红，颜值没得说，买的3u感觉不很重，去了底胶无敌xdm喜欢就入...,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
12256,5,不得不说真滴好看，手感偏硬，类似99，适合拉吊的进攻拍，甜区小，发力不好容易打框 打偏 无力，不适合新手，被动回球比较无力(可能是我菜)，但是在这个价位的进攻拍可以说是无敌的，甚至可以对标三大牌高端拍...,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
12256,4,非常非常好用的一款速度拍，同样兼并了进攻能力，是我觉得目前这个价位里t1档次里的球拍，就是波力能不能不要把拍子名字搞得这么复杂，我觉得这是它不被人熟知的一个原因...,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12256,5,3u上手还是有一定分量的，但出乎意料的是挥重并不是很大，还是比较容易打动的，但力量基础不好的还是不要入3u，挥重不大但重量实实在在，起拍还是会受影响，影响连贯。整体来说拍子相当不错，杀球高远好借力，落...,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
12256,5,"颜值没得说,漆水也不错。拍头有重量感，中杆也硬，杀球猛，要有一定力量才能驾驭。图省事儿在商家拉的线…实在一般般。拉的66n27磅，容易跑线，还震手，打的结还缩到护线管里了。建议还是买空拍，回来找靠谱的...",0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
12256,5,3u上手还是有一定分量的，但出乎意料的是挥重并不是很大，还是比较容易打动的，但力量基础不好的还是不要入3u，挥重不大但重量实实在在，起拍还是会受影响，影响连贯。整体来说拍子相当不错，杀球高远好借力，落...,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
12256,5,可以看看我的改装测评😁...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,5,漆水漂亮 ...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12256,4,猛男专用好吧，4ug5，手柄很细，比三大厂都细，李宁1号线29磅，就是线不太行振手，打到别人后场比较轻松...,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12256,5,性价比很高，漆水好看，技术不够打三大厂高端，4U进攻也很给力，上手要点点时间...,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
17114,5,很轻手柄也比正常的细很多，去底上毛巾胶拿来打单很舒服，漆水很靓，大拍框防守很好拉吊基本不会失误杀球需要主动发力但是硬弹中杆绝对不拖后腿，球速很快...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
17114,5,轻轻的就能回后场高远球，中杆谈，没去底前杀球不是很好压，去底后后场重炮（跳得很高，不高的可能不太行），控球和指向性也不错。状态好很好用，状态不好感觉很重...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,适合接杀球很好用，上手难度也不是很大，外观颜值高，手感也不错。...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
17114,5,糖水拍，很好上手，漆水很硬，磕碰过几次拍，没有掉漆...,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
17114,5,斩鬼三颜值挺高，是一个不错的新手糖水拍，比较偏平衡。容易上手，预算不够或者新手可以体验一下...,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17114,5,4u挥重比风刃900I还要轻，更适合双打用，如果有趁手的单打拍的话,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,颜值真没话说，太喜欢这个紫色了配了根紫色线，很帅...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,漆水并没有想象中那么好，还没我哥9001好看，手感还没打...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,很舒服，顺手，且杀球爽...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,刚拿到拍子的第一时间就去球场战斗了，因为一开始是训练线感觉不是很弹，拍子感觉ok的，时隔2个月，去拉了李宁N61线 26磅，直接干了4个小时，太好打了，高远无压力，上手难度也挺低的，感觉就像是甜区增大...,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17114,5,漆水没的说帅炸了，中杆不算硬，挺省力，进攻尚可，性价比极高...,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
17114,5,韧弹的打感，加硼中杆，弹性很不错。打中前场很出色，漆水很足，不错。...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,希望波力多做这种球拍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,性价比卓群...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,漆水好看，质感比大部分高端都要好，中杆Q弹，防守很香，进攻差点意思，中杆短，吃主动发力...,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11119,4,本人第一把入门拍，当时啥也不懂，买她始于颜值。小拍框，整体偏重，有一定的头重感，中杆软弹，很容易打出形变，挥速还可以，进攻挺猛的，特别是去底后。建议有一定基础的可以试试，好看好玩...,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11119,4,一把新手拍，中杆偏硬，进攻拍，拍面小，杀球称不上多好，作为备用拍也可以了，单双皆宜...,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
11119,5,嘎嘎好打我觉得...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,2,个人使用感受：优点：速度快。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11119,1,缺点：漆水脆，反馈较差。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,3,不好打，超级容易打框。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,3,挥速比较快，中杆有点软但不弹,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11119,2,个人觉得不如方天画戟...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,中杆木 甜区小 发力不舒服...,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11119,5,不太适合初学者，...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,3,速度进攻拍的打感，平衡点偏高，偏破风的拍框设计，主打连续进攻，打感在这个价位算挺不错的，性价比比较高...,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
11119,4,新手拍，4u头重感强，杀球有十分明显的反馈，颜值高，漆水脆，拍框小，甜区小非常容易打杆，连贯性不好...,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
11119,3,中杆感觉有点软了...,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11119,5,适合进阶的人用...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,进攻还不错，连续杀球也不会伤手腕...,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
17114,5,胜利66n26磅，清脆，弹，下压不够强但是点杀平抽高远都很舒服，双打神器，漆水很华丽,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,真的硬，把sp纳米7撞掉漆了自己没事,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17114,5,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,3U，下压感明显，弥补了4U重杀不足的特点，大拍框，容错率高。首线66N，27磅，后场简直不要太爽。二线拉AB线，28磅。体验感简直逆天。,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,不足之处，网前处理不够细腻，漆水有点非主流（个人感觉）...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,脆弹省力，指向性好，性价比高...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,适合新手使用，实际上并不算一个严格的进攻拍，整体较轻，建议买三u...,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17114,5,首先颜值确实帅，而且很平衡，进攻和防守都挺不错的，但是重杀难借力，网前平抽，还有变速突击真的好，也比较稳定...,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
17114,4,总体来说还是挺好打的，很轻快...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,一开始用的26磅小鬼斩，换了26磅斩鬼刀之后，一开始不适应，感觉太软没劲儿，打习惯之后真香，反而打不动小鬼了，感觉小鬼太硬了，而斩鬼刀弹弹的感觉打感巨好...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,重杀可以一拍地板，平衡点靠前需要闪动发力，有一定上手难度...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,挥速快，头重感不强，中杆相对我打的另一块波力2013l要弹，漆水个人感觉有点薄。感觉需要发力比较集中才可以驾驭好，不适合摸鱼。...,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
17114,5,平衡拍，不适合暴力重杀，但是点杀很舒服...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,头轻，挥重确实不大，整体确实是平衡拍的感觉，中杆不算硬，但也绝不是大家说的软，是那种回弹很快的感觉，而不是稍稍发力中杆就能有明显形变的感觉，这点可能和短中杆或者我太菜了有关，平抽还是很舒服的，不是破风...,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17114,5,手感扎实，很好上手，用起来很舒服...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,硬，进攻连贯，新手进攻吧，需要一定力量...,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
11119,5,三合一的拍框，挥速很快。上手很明显的头重感，下压跟容易，出球速度快。总之是这个价位很香的一支球拍...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11119,4,80线 手感会增加 这个价位这个手感已经是非常不错了 但是拍框较厚 掉漆严重...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,5,挺好的送了2个手胶，一个备用线，6个球...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,各方面非常不错，就是漆水不太好...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11119,3,杀球不怎么干脆...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11119,5,还好吧，进攻拍，便宜漆水太脆了...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11119,5,非常好用的一把拍...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,各方面都很不错，手感也很好，就是漆水有点脆...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11119,5,我入门的时候用了一把球拍中杆软糖，挥速快，适合连贯进攻，打感挺好的，值得推荐。...,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
11119,4,手感很好，但是初学者目前用不来，需要一定的力气和基础...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,排头有点重，然后田区有点小，其他也没啥，我用着很舒服...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,拍头略重，颜值高，上手一般，性价比算是比较高...,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11119,5,不错不错学生党推荐...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,4,新手进阶吧，小拍框，破风设计，新手适应时间长，还是进阶用好一点，高磅没问题，白金色要好看点，作备用拍的，单双都行，但主要偏双，破风设计打连贯可以，要驱动这把中杆，还是要会点发力...,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17114,4,拉吊网前手感不错，没怎么扣球，漆水质感不错，没试过高端牌，不知道五星牌子是什么感觉，暂时给四星吧...,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
17114,5,很好上手，扣杀球很省力，一磕击球角度就很好。...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,当初买这把牌子是感觉它的漆水特别帅气，颜值很戳我，打了将近一年，说说感受，甜区大，中杆弹，发力比较顺畅，头不算重，杀球不好借力，双打前场的平抽快挡很舒服，适合双打的前场选手，另外，这个拍子漆水非常耐造...,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
17114,4,去底后真的太细了，穿的63线 26磅，在驭10和100x上打得很舒服，在斩鬼刀上有点木，打感没什么太惊艳的地方，平抽挡很灵活，点杀也不错，这个价位的中端拍很不错了，扣一星在线钉规格和手柄的不通用上，不...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,强烈推荐，吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,手感综合的一把球拍，三好学生...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,漆水漂亮，亮闪闪。26磅66n上手不错，杀球爽，单双都可。准备换as试试，期待。现在与白金利爪主力拍。...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
17114,5,中杆挺弹的，也不知道是手柄太细还是什么问题，击球感觉不太稳定，没法替代战戟8000。...,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17114,4,甜区较大 拉的26磅66n 反手被动球也比较好处理 中杆很弹 相对比较平衡 适合打连续进攻 太糖水了个人觉得控球差点意思 总体来说是把很不错的拍子 非常适合双打 本来想打四星 但400这个价位确实是我...,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17114,5,胜利70线，控球差点，平抽和反手不错，没有重杀，适合冬天没有手感的时候用，反手打起来很畅...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,买了好多只，  很不错的平衡拍...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,继续把玩第二把蒂硼元素的波力球拍 紫炎斩鬼刀三代 3UG5规格 V66n27磅去底加缓震膜手胶 波力G5手柄略显细 带线总重91克 平衡点大概去到305左右 试打手感还很不错 击球扎实 中杆框面反馈直...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,绝了！非水军 真的好打 漆水也漂亮  双打神器 中杆有大厂的感觉了  平抽舒服的一批 杀球不突出 但绝对不弱 个人认为杀球还是看个人技术动作和发力 客观的说 打感三大厂次旗舰水准 甚至比有些高端拍舒服...,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
17114,5,只能说非常好用，容易上手...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,拍柄细，轻，挥速快，不震手,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17114,3,连贯性相当好，点杀快，漆水好的一比，中杆极木...,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17114,4,打感爽脆，稳定好，很不错的平衡拍，g5手柄太细，建议出g4版本,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17114,5,感觉整体手感在hx800之上，实物颜值不如官方开箱,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,算非常超值吧...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,头轻，杆硬，刚开始不是很适应，之后越打越好打，加点发力抽杀都很快，防守很轻松，刚开始只打双打用这把，现在打单也用这把，也因为这把拍头轻慢慢有点刘辉教练讲的闪动发力的感觉，杀球并不弱，不可多得的好拍。...,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
17114,5,球拍不错，刚性好稳定...,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17114,5,去底胶使用，感觉不适合拉吊，重杀下压不足，平衡点不高，打感挺脆...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
17114,5,轻，脆，弹，比战戟8000挥拍要轻一些，弹性差一点，很灵活...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,首先一到手上会发现颜值很好，在光照下那水标非常的好看，其次就是上手的感觉出球迅速，杀球的话不错，防守能力也行...,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
17114,5,轻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,击球反馈好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,没去底，平衡点低，妥妥双打拍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,正如大家所说，感觉杀不重，但是快！...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17114,5,没有想象中那么好，但是也不错了...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,之前用过超硬中杆的2013P，比较喜欢波力的拍子，这次双十一搞了这个，比较惊喜，可能是我以前一直用3U的关系，感觉这个轻快很好上手，挥速很快，弹性好接杀球能轻松挑后场，非常nice，缺点嘛4U杀球差点...,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
17114,5,非常好用，挥速快，平抽挡手感真的不错....,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17114,5,高于中羽价买的，帮球友代购 他说手感确实很好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,算了急要就这样哈...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,好打，没有到那种惊艳的感觉...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,优点就是很好看 漆水很好 紫色的很炫酷,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,新手进阶还可以...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,我第1把中高端拍，很好上手...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,非常爽，中杆弹性好，双打主用...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,4u比想象中沉了一点。中杆长度拍框大小和黑金隼接近，比黑金隼重一点。挥速没有隼快。去底后上手胶后，平衡点305左右，黑金隼315。整体效果没有隼好，这个是当然的。不过这个价格还是很对得起的。...,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17114,5,波力颜值天花板，漆水爆炸，中杆脆弹....,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,4,拍子好打是好打，但是需要磨合时间，很轻快灵活挥速快。加硼中杆要发生形变，又限制着不给发生形变那种感觉，就是你一瞬间发力打出形变了，它后知后觉一秒，强行弹直那种感觉，就导致拍子比较震手。杀球中规中矩吧。...,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
17114,5,年初用过4u的，有点整体还行，就是进攻弱了，就卖了。因此特意入手3u的，空拍平衡点295，，挥速还不错，比一般的贺式框快些，连续快节奏还是吃力。下压进攻跟4u完全不同了。中杆是目前用过波力最好的，比手...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17114,5,漆水没的说，很轻，同学送的，现在也是我的主力战拍，杀球一般，可能我技术不到位，发力不行，但我很喜欢...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
17114,5,超级无比好看，挥速轻快，下压能力不弱，主要是真的好好看...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,才打一个礼拜，连贯性很强，我朋友推荐的来买的...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,非常满意的一支球拍，刷新了我对波力进攻拍的认识。虽不是大杀器，但进攻能力依然给力。特别是中杆打感上很满意...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17114,4,适合拉吊打法，拍比较全面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17114,5,不足点在于杀球比较肉，重杀不足，亮点在于连贯性很好，前场抽档、平抽迅速，大拍框容错率高...,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
17114,5,中杆太软，连贯不太行。点杀舒服但是杀球没力量...,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
17114,5,预订了一只，很棒，真难买...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,4u规格用起来非常趁手，平抽吊球，稳定杀球，很尖锐，而且挥速很快，无论单双表现都非常出色，初学者可以很轻松打出拍子形变  最关键的平衡拍的容错率很高...,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
17114,5,扣杀头重感不明显 大拍框...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,4,漆水好看，性价比，平抽、网前搓球舒服，出球快。品控不行。...,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17114,4,手柄有点小握住不太习惯，头有点重聚力感强很好发力...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,漆水很硬，各方面比较均衡...,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
17114,5,66n26磅 中杆硬弹 好上手 颜值高 均衡拍 前后场都不弱 轻松拉吊 高远好借力 杀球没那么暴力但是够用 雷霆80和100x都没用了 目前是主力拍...,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
17114,5,挥速快，下压轻松，没有觉得特别甜，继续磨合吧...,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17114,5,中杆适中好借力，但是杀球出球就会较慢，不够尖不够快，所以要搭配比较硬的线，66N 80感觉都不错。,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
17114,5,漆水很坚挺，不脆。,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,建议去底，不去底295的平衡点，不好借力，杀球也没球速...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,4,漆水很好，颜值非常高，三大厂以外二线品牌的天花板，斩鬼刀3...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,4,自己比较迟钝感受不出太多，身边朋友借用，说适合双打网前，比较糖水，颜值很高，漆水也好，没有吹的那么过，我很少双打所以出了...,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17114,5,漆水无敌的同时，还拥有着超好打的手感。颜值极高的平衡糖水拍。...,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17114,5,颜值在线，和老斩鬼刀相比，中杆提升大，都是平衡拍，挥重都不大，挥速快，感觉3代在进攻方面有所提升...,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17114,5,很好用，颜值高，性价比很高，不负波力老牌盛名，建议缠上缓震膜，不建议拆底胶，不然会很细，个人感觉美中不足的只有后场重杀不太够...,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
17114,5,用了再评，432pdd入手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,2024-5-16补：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,中杆是软弹带点小脆的感觉，配合65ti杀球特别扎实，力气不大的男生也可以用的很舒服，糖水的一匹...,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
17114,5,中端拍神器 反手防守反馈很好  杀球速度快 发力感好 双打利器...,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
17114,5,外观很帅，漆水爆炸还有镭射在太阳下闪闪发光，中杆硬度适中，整体手感不错。...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,我并没有感觉下压不好的感觉，中杆是这么多硼中杆中，最舒服的...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,感觉很不错，容易驱动，适合点杀，重杀一般...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,先说个人结论，硬，弹，不好上手,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17114,5,刚上手是觉得这拍太硬了，高远都打不到位，可能也有太久没打的原因，适应了几局逐渐才玩明白,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17114,5,主要说下最惊艳我的中杆的调教，之前对波力的中杆只能说是差强人意了，但这支是真...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,入手了两把，比较适合业余选手...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,打感很舒服，挥起来连贯很好，但是杀球并不弱，超乎我的意料。不过各花入各眼，大家自己感觉好就行...,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
